	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU2265	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
OTU2266	Fungi	NA	NA	NA	NA	NA	NA
OTU2267	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
OTU2268	Fungi	Ascomycota	NA	NA	NA	NA	NA
OTU2269	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Coriolaceae	Lenzites	Lenzites betulina
OTU2270	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
OTU2271	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	NA
OTU2272	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	NA
OTU2273	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Didymocyrtis	NA
OTU2274	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	NA
OTU2275	Fungi	NA	NA	NA	NA	NA	NA
OTU2276	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Waynea	Waynea californica
OTU2277	Fungi	NA	NA	NA	NA	NA	NA
